op,Peças,Quantidade,Tamanho da peça,Peso,Tempo,Espessura,Aproveitamento,Tamanho da chapa,qt. chapa,data abertura de op,maquina,op_espelho,opp,DATA,PADRÃO?,operador_final_matricula
1658 JFY,425849 - COMLEM TRANSV TRASEIRA CBHM,190,148.54 * 73.00,,,2 mm ,"0,9333","1200,00 × 3510,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
106978,032353 - COMPL. SUPORTE FRONTAL _ CHASSI,18,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,032352A - SUPORTE FRONTAL FURADO _ CHASS,18,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,033889 - REFORÇO INTERIOR DO CABEÇÃO,18,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,030316 - REFORÇO DO SUPORTE DIANT  M17,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,030368 - FECHAM DA TRANSVERSINA,12,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,468540 - FECHAMENYO FRONTAL F4 6 -ICAM,12,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,483023-FECHAMENTO LATERAL ICAM (M98) FA,48,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,030376 - FIXADOR CHAPA LATERAL _ TAMPA L,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,412661,9,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,032467 - FECHAMENTO [EIXO - CBH6],0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,448552-plasma,75,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,032402 - FECHAMENTO _ EIXO DIANTEIRO-TRA,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,032639 - FECHAMENTO [EIXO - CBH7],0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,030375 - FIXADOR [TAMPA LATERAL - CBH],9,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,417749-FECHAM. LAT. BRAÇO-PLASMA,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,030318 - TRANSVERSINA DIANTEIRA _ CHASSI,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,025745 - APOIO SUPORTE DE MOLAS - CHASSI,12,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,030645- REFORÇO TRANSV. TRAS. DIANT.,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,431898 - FECHAMENTO LATERAL _ EIXO BALAN,9,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
106978,468393-plasma,78,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","3,00",29/03/2025,Laser,2405,,,,PCP
1659 JFY,"030384A - CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 5,0T",10,1194.14 * 2990.00,,,"2,65 mm ","0,7625","1210,00 × 3800,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
106979,031204 - REFORÇO LATERAL DIANTEIRO [CAÇAMBA - CBH],30,,,,"3,75 mm","0,9302","1200,00 × 4000,00 mm","3,00",29/03/2025,Laser JYF,751 JFY,,,,PCP
106979,460679,27,,,,"3,75 mm","0,9302","1200,00 × 4000,00 mm","3,00",29/03/2025,Laser JYF,751 JFY,,,,PCP
106979,450819 - TRANSVERSINA N1 _ PLATAFORMA 1 EIXO _ CBHM 6000-10000,3,,,,"3,75 mm","0,9302","1200,00 × 4000,00 mm","3,00",29/03/2025,Laser JYF,751 JFY,,,,PCP
106979,031017 - FECHAMENTO LATERAL ALT 45 [GRADE TRASEIRA - F],6,,,,"3,75 mm","0,9302","1200,00 × 4000,00 mm","3,00",29/03/2025,Laser JYF,751 JFY,,,,PCP
106979,465422.FECH. TRAS. LONG. PLASMAdwg,24,,,,"3,75 mm","0,9302","1200,00 × 4000,00 mm","3,00",29/03/2025,Laser JYF,751 JFY,,,,PCP
106979,409820 - PLASMA,72,,,,"3,75 mm","0,9302","1200,00 × 4000,00 mm","3,00",29/03/2025,Laser JYF,751 JFY,,,,PCP
1660 JFY,409959PL - COM FURO MAIOR,36,144.26 * 140.00,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",29/03/2025,Laser JYF,,opp,,,PCP
1660 JFY,450868 - SUPORTE DA COLUNA CENTRAL [PLATAFORMA - CBHM6000],18,200.51 * 140.00,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",29/03/2025,Laser JYF,,opp,,,PCP
1660 JFY,031556 - REFORÇO CENTRAL,4,2020.00 * 259.30,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",29/03/2025,Laser JYF,,opp,,,PCP
1660 JFY,018338 - ENGATE S TRAVA - GRADES CBHM,31,150.00 * 44.00,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",29/03/2025,Laser JYF,,opp,,,PCP
1660 JFY,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],8,40.00 * 95.00,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",29/03/2025,Laser JYF,,opp,,,PCP
1660 JFY,030721-COMPLEMENTO DA LONGARINA,0,97.19 * 50.00,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",29/03/2025,Laser JYF,,opp,,,PCP
1660 JFY,033612 - ARRUELA [ESPAÇADOR - CBH M18],35,38.00 * 38.00,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",29/03/2025,Laser JYF,,opp,,,PCP
106980,034251 - CHAPEAMENTO [TAMPA TRASEIRA - CBHM 5000-6000],14,,,,2 mm,"0,9553","1200,00 × 3500,00 mm","7,00",29/03/2025,Laser JYF,492 JFY,,,,PCP
1661 JFY,425953 - FECHAMENTO LATERAL _ TAMPA DIANTEIRA-LATERAL SUPERIOR-INFERIOR 45CM _ CBHM 4500-5000-6000-8000-10000,240,95.07 * 446.00,,,"3,75 mm ","0,9308","1200,00 × 4000,00 mm","2,00",29/03/2025,Laser JYF,,opp,,,PCP
1661 JFY,429764-plasma,42,85.12 * 52.00,,,"3,75 mm ","0,9308","1200,00 × 4000,00 mm","2,00",29/03/2025,Laser JYF,,opp,,,PCP
1661 JFY,031017 - FECHAMENTO LATERAL ALT 45 [GRADE TRASEIRA - F],16,51.00 * 450.00,,,"3,75 mm ","0,9308","1200,00 × 4000,00 mm","2,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,030317 - LONGARINA,30,2695.00 * 346.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,"013213 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 1,10M _ CBHM 5000-6000",10,100.05 * 1100.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,032045  - CANTONEIRA INFERIOR [TAMPA TRASEIRA - CBHM5000],10,1686.00 * 139.86,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,030386 - TRAVA MACACO EXTERNO CBHM  CBH 4T,20,90.00 * 90.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,446841 - REFORÇO LONG-CHASSI [CHASSI - F4],120,120.00 * 120.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,030547 - FECHAMENTO DO SUPORTE,20,442.95 * 74.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,030317 - LONGARINA,30,2695.00 * 346.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,"013213 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 1,10M _ CBHM 5000-6000",10,100.05 * 1100.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,032045  - CANTONEIRA INFERIOR [TAMPA TRASEIRA - CBHM5000],10,1686.00 * 139.86,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,030386 - TRAVA MACACO EXTERNO CBHM  CBH 4T,20,90.00 * 90.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,446841 - REFORÇO LONG-CHASSI [CHASSI - F4],120,120.00 * 120.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1662 JFY,030547 - FECHAMENTO DO SUPORTE,20,442.95 * 74.00,,,"4,75 mm ","0,9382","1200,00 × 2820,00 mm","10,00",29/03/2025,Laser JYF,,opp,,,PCP
1663 JFY,"030384B - COMPLEMENTO CHAPEAMENTO LATERAL _ CAÇAMBA 1-2 EIXOS TRS-ABL _ CBH 5,0T",6,2990.00 * 590.00,,,"2,75 mm ","0,7673","1210,00 × 3800,00 mm","3,00",31/03/2025,Laser JYF,,opp,,,PCP
106981,409959PL - COM FURO MAIOR,36,,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",31/03/2025,Laser JYF,1660 JFY,,,,PCP
106981,450868 - SUPORTE DA COLUNA CENTRAL [PLATAFORMA - CBHM6000],18,,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",31/03/2025,Laser JYF,1660 JFY,,,,PCP
106981,031556 - REFORÇO CENTRAL,4,,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",31/03/2025,Laser JYF,1660 JFY,,,,PCP
106981,018338 - ENGATE S TRAVA - GRADES CBHM,31,,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",31/03/2025,Laser JYF,1660 JFY,,,,PCP
106981,494616 - FECHAMENTO SUPERIOR [FUEIRO - CBHM],8,,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",31/03/2025,Laser JYF,1660 JFY,,,,PCP
106981,030721-COMPLEMENTO DA LONGARINA,0,,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",31/03/2025,Laser JYF,1660 JFY,,,,PCP
106981,033612 - ARRUELA [ESPAÇADOR - CBH M18],35,,,,"6,35 mm ","0,8509","1200,00 × 3000,00 mm","1,00",31/03/2025,Laser JYF,1660 JFY,,,,PCP
106982,493107 CHAPEAM GRADE LATERAL 45CM CBHM,40,,,,2 mm,"0,9793","1210,00 × 2800,00 mm","20,00",31/03/2025,Laser JYF,390 JFY,,,,PCP
2883,031556 - REFORÇO CENTRAL,4,,,,1/4 ,0.8390758537278417,"2280,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2883,450868 -  SUP COL CENTRAL PLATAF (6000),9,,,,1/4 ,0.8390758537278417,"2280,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2883,450856,0,,,,1/4 ,0.8390758537278417,"2280,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2883,025743 - SUPORTE FIX. DA PLATAF. - M,36,,,,1/4 ,0.8390758537278417,"2280,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2883,409959PL - COM FURO MAIOR,8,,,,1/4 ,0.8390758537278417,"2280,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2883,030721-COMPLEMENTO DA LONGARINA,23,,,,1/4 ,0.8390758537278417,"2280,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
106983,032353 - COMPL. SUPORTE FRONTAL _ CHASSI,12,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,032352A - SUPORTE FRONTAL FURADO _ CHASS,12,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,033889 - REFORÇO INTERIOR DO CABEÇÃO,12,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,030316 - REFORÇO DO SUPORTE DIANT  M17,15,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,030368 - FECHAM DA TRANSVERSINA,3,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,468540 - FECHAMENYO FRONTAL F4 6 -ICAM,24,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,480009 - ANILHO DA MOLA [CAÇAMBA SIMPLES,0,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,483023-FECHAMENTO LATERAL ICAM (M98) FA,72,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,030376 - FIXADOR CHAPA LATERAL _ TAMPA L,0,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,412661,12,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,032467 - FECHAMENTO [EIXO - CBH6],0,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,448552-plasma,138,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106983,032402 - FECHAMENTO _ EIXO DIANTEIRO-TRA,24,,,,3/16,"0,8.35089e+19","2800,00 x 1200,00 mm","3,00",31/03/2025,Laser,1847,,,,PCP
106984,032353 - COMPL. SUPORTE FRONTAL _ CHASSI,6,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,032352A - SUPORTE FRONTAL FURADO _ CHASS,6,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,033889 - REFORÇO INTERIOR DO CABEÇÃO,6,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,030316 - REFORÇO DO SUPORTE DIANT  M17,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,030368 - FECHAM DA TRANSVERSINA,4,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,468540 - FECHAMENYO FRONTAL F4 6 -ICAM,4,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,483023-FECHAMENTO LATERAL ICAM (M98) FA,16,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,030376 - FIXADOR CHAPA LATERAL _ TAMPA L,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,412661,3,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,032467 - FECHAMENTO [EIXO - CBH6],0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,448552-plasma,25,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,032402 - FECHAMENTO _ EIXO DIANTEIRO-TRA,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,032639 - FECHAMENTO [EIXO - CBH7],0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,030375 - FIXADOR [TAMPA LATERAL - CBH],3,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,417749-FECHAM. LAT. BRAÇO-PLASMA,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,030318 - TRANSVERSINA DIANTEIRA _ CHASSI,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,025745 - APOIO SUPORTE DE MOLAS - CHASSI,4,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,030645- REFORÇO TRANSV. TRAS. DIANT.,0,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,431898 - FECHAMENTO LATERAL _ EIXO BALAN,3,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106984,468393-plasma,26,,,,3/16,"0,8.21765e+19","4040,00 x 1200,00 mm","1,00",31/03/2025,Laser,2405,,,,PCP
106985,460680 - TRANSVERSINA CENTRAL [PLATAFORMA - CBHM5000],56,,,,"3,75 mm ","0,953","1210,00 × 4000,00 mm","4,00",31/03/2025,Laser JYF,1630 JFY,,,,PCP
106985,460679,20,,,,"3,75 mm ","0,953","1210,00 × 4000,00 mm","4,00",31/03/2025,Laser JYF,1630 JFY,,,,PCP
106985,450790,20,,,,"3,75 mm ","0,953","1210,00 × 4000,00 mm","4,00",31/03/2025,Laser JYF,1630 JFY,,,,PCP
106986,030339 - PISO ESQUERDO [PLATAFORMA - CBHM5000],0,,,,"2,25 mm","0,9803","1210,00 × 2810,00 mm","10,00",31/03/2025,Laser JYF,635 JFY,,,,PCP
106986,030341 - PISO DIREITO [PLATAFORMA - CBHM],10,,,,"2,25 mm","0,9803","1210,00 × 2810,00 mm","10,00",31/03/2025,Laser JYF,635 JFY,,,,PCP
106986,491421 - GUARDA DE FECHAMENTO [CORPO DO TANQUE - FTC4300-6500],0,,,,"2,25 mm","0,9803","1210,00 × 2810,00 mm","10,00",31/03/2025,Laser JYF,635 JFY,,,,PCP
106986,409935-PLASMA,0,,,,"2,25 mm","0,9803","1210,00 × 2810,00 mm","10,00",31/03/2025,Laser JYF,635 JFY,,,,PCP
106987,030339 - PISO ESQUERDO [PLATAFORMA - CBHM5000],10,,,,"2,25 mm","0,8976","1200,00 × 2810,00 mm","10,00",31/03/2025,Laser JYF,587 JFY,,,,PCP
106987,035515 - PLACA CEMAG,180,,,,"2,25 mm","0,8976","1200,00 × 2810,00 mm","10,00",31/03/2025,Laser JYF,587 JFY,,,,PCP
20187,494495LA - DOBRADIÇA [TAMPA TRASEIRA - CBHM].DWG,150,"87,00 × 110,00 mm","0,41 kg",0:00:33,"MS 10,00 mm ","64,74%","1370,00 × 1510,00 mm","1,00",31/03/2025,Plasma,,opp,,,PCP
20187,494653.DWG,192,"45,00 × 85,00 mm","0,23 kg",0:00:31,"MS 10,00 mm ","64,74%","1370,00 × 1510,00 mm","1,00",31/03/2025,Plasma,,opp,,,PCP
20188,031484 - LONGARINA _ PLATAFORMA _ CBHM 6000 CAFEEIRA.DWG,20,"3695,99 × 260,09 mm","35,64 kg",0:02:56,"MS 4,75 mm ","57,80%","6000,00 × 1200,00 mm","5,00",31/03/2025,Plasma,,opp,,,PCP
20188,"013213 - FECHAMENTO LATERAL _ TAMPA TRASEIRA 1,10M _ CBHM 5000-6000.DWG",15,"100,05 × 1100,00 mm","4,09 kg",0:00:54,"MS 4,75 mm ","57,80%","6000,00 × 1200,00 mm","5,00",31/03/2025,Plasma,,opp,,,PCP
106988,425953 - FECHAMENTO LATERAL _ TAMPA DIAN,240,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,409820 - PLASMA,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,429764-plasma,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,031237 - CHAPEAM. DO FUEIRO DIANT. M18 v,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,032317 - COMPL. FECHAM. DO FUEIRO _ CAÇA,12,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,466578 - FECHAMENTO LATERAL _ TAMPA DIAN,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,"032547 - COLUNA DO FECHAM DIANT _ FA6,0",0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,032548 - REFORÇO INFERIOR DIANT _ BAG-CE,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,031017 - FECHAMENTO LATERAL ALT 45 [GRAD,4,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,030451 - FECHAMENTO LATERAL _ TAMPA LATE,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,025562 - REFORÇO INF - FECHAMENTO DIANT,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,034399 - LATERAL [BANDEJA - FT10500 FT12,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,026454-PLASMA,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,409686-TRANSV INTERMEDIARIA CBHM,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,034153 - TRANSVERSINA INTERMEDIARIA [EST,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,031060 - FECHAMENTO LATERAL ALT 45 [GRAD,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,460679,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,031862 - COLUNA _ FECHAMENTO DIANTEIRO (,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106988,031238 - FECHAM. DO FUEIRO DIANT. SUP. M,0,,,,5/32 ,"0,8944758696724081","4000,00 x 1200,00 mm","2,00",31/03/2025,Laser,2857,,,,PCP
106989,409753 - SUPORTE TRASEIRO [CHASSI - CBHM],120,,,,"MS 8,00 mm","0,8688","6000,00 × 1200,00 mm","1,00",31/03/2025,Plasma,19366,,,,PCP
106989,"025846 - REFORÇO LATERAL DA PLACA _ 5 RODA _ CBH-CBHM 6,0T",4,,,,"MS 8,00 mm","0,8688","6000,00 × 1200,00 mm","1,00",31/03/2025,Plasma,19366,,,,PCP
106989,439990 - PLASMA,6,,,,"MS 8,00 mm","0,8688","6000,00 × 1200,00 mm","1,00",31/03/2025,Plasma,19366,,,,PCP
106989,029965-REFORÇO APOIO DA TAMPA-CBH M6 TANDEM,53,,,,"MS 8,00 mm","0,8688","6000,00 × 1200,00 mm","1,00",31/03/2025,Plasma,19366,,,,PCP
2884,025484 - TRANSV  INTERMEDIARIA (A PARTIR,25,,,,1/4 ,0.9265605584531733,"2800,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2884,025546 - FECHAMENTO DO EIXO [EIXO - F4],4,,,,1/4 ,0.9265605584531733,"2800,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2884,033246 - FECHAMENTO DO COMPLEMENTO [MACA,0,,,,1/4 ,0.9265605584531733,"2800,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2884,412168 ARRUELA DE ENCOSTO,0,,,,1/4 ,0.9265605584531733,"2800,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2884,480009 - ANILHO DA MOLA [CAÇAMBA SIMPLES,0,,,,1/4 ,0.9265605584531733,"2800,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2884,032981 - ARRUELA DO ROLAMENTO [MACACO CO,0,,,,1/4 ,0.9265605584531733,"2800,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2884,032875 - REFORÇO MAIOR DO SUPORTE CENTRA,0,,,,1/4 ,0.9265605584531733,"2800,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2884,034771 - CORPO DO FUEIRO CENTRAL [FUEIRO,0,,,,1/4 ,0.9265605584531733,"2800,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
2884,031510-TRANSVERSINA DIANTEIRA,0,,,,1/4 ,0.9265605584531733,"2800,00 x 1200,00 mm","1,00",31/03/2025,Laser,,opp,,,PCP
20189,031556 - REFORÇO CENTRAL.DWG,18,"2020,00 × 259,30 mm","18,73 kg",0:01:37,"MS 6,00 mm ","87,37%","6000,00 × 1200,00 mm","3,00",31/03/2025,Plasma,,opp,,,PCP
20189,030348-REFORÇO DA LONGARINA v3.DWG,24,"1599,67 × 191,00 mm","11,76 kg",0:01:18,"MS 6,00 mm ","87,37%","6000,00 × 1200,00 mm","3,00",31/03/2025,Plasma,,opp,,,PCP
20189,030721-COMPLEMENTO DA LONGARINA.dwg,210,"97,19 × 50,00 mm","0,19 kg",0:00:14,"MS 6,00 mm ","87,37%","6000,00 × 1200,00 mm","3,00",31/03/2025,Plasma,,opp,,,PCP
